mode,lhs,desc,first_seen,last_used,use_count,source,tracked
n,<backspace>.snp,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:354,y
n,"<leader>,Ml",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:291,y
n,<backspace><a-r>T.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:55,y
n,"<leader>,fll",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:489,y
n,<backspace>.ao,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:355,y
n,"<leader>,Mu",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:292,y
n,<leader>tC,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/telescope.lua:195,y
n,"<leader>,flt",LeetCodeTest,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:490,y
n,<backspace>.k,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:356,y
c,<c-b>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:294,n
n,<backspace><a-r>bk,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:31,y
n,"<leader>,fli",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:498,y
n,<backspace>.K,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:357,y
n,<backspace>.r,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:316,y
n,SdBl,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:20,y
n,<leader>.vz,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:204,y
n,<backspace>.Z,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:358,y
n,<backspace>.xmb,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:343,y
n,<backspace>O,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:145,y
n,"<leader>,fls",LeetCodeSubmit,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:493,y
n,<leader>gl0m,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:68,y
n,I,Install missing plugins,2026-05-17T20:24:14Z,,0,....local/share/nvim/lazy/lazy.nvim/lua/lazy/view/float.lua:256,y
n,<backspace><a-p>O,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:146,y
n,<backspace>.ze,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:312,y
n,<leader>gl0M,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:69,y
n,<backspace>.vL,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:336,y
n,<backspace><a-r>O,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:147,y
n,Sdsn,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:64,y
n,<backspace>.an,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:361,y
n,zR,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:3,y
n,<backspace>vv,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:149,y
n,zM,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:4,y
n,<leader>glt,Telescope git log <Telescope git_commits>,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:79,y
n,zr,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:5,y
n,<backspace><a-p>vv,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:150,y
n,zm,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:6,y
n,<backspace><a-p>vL,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:114,y
n,+,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:7,y
n,<backspace><a-r>vv,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:151,y
n,<leader>lf,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:31,y
n,<backspace><a-r>vL,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:115,y
c,<c-s-b>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:295,n
n,<backspace>wa,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:153,y
n,<backspace>.xmm,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:342,y
v,<leader>lf,vim.lsp.buf.format,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:32,y
n,<leader>Th,builtin.help_tags,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/telescope.lua:97,y
n,<backspace><a-p>wa,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:154,y
n,<backspace>.lf,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:317,y
n,<backspace><a-p>m.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:118,y
n,<leader>tt,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/telescope.lua:145,y
n,<backspace><a-r>wa,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:155,y
n,<backspace>.b,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:318,y
n,<backspace><a-r>m.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:119,y
n,<backspace><a-r>Rulo,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:223,y
n,<backspace>wi,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:157,y
n,<backspace>vL,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:113,y
n,<backspace>ff,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:121,y
n,gcO,Comment insert above,2026-05-17T19:52:48Z,,0,....local/share/nvim/lazy/Comment.nvim/lua/Comment/init.lua:130,y
n,<backspace><a-p>wi,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:158,y
c,<Plug>(TelescopeFuzzyCommandSearch),,2026-05-17T19:52:48Z,,0,...ocal/share/nvim/lazy/telescope.nvim/plugin/telescope.lua:99,n
n,<leader>glo,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:88,y
n,<backspace><a-p>Rulo,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:222,y
n,<backspace><a-r>wi,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:159,y
i,<a-p>,telescope|preview_scrolling_up,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<leader>glM,Gclog! _,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:90,y
n,<backspace>Rulo,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:221,y
n,<backspace>wp,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:161,y
n,<leader>gstA,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:46,y
v,<leader>glm,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:91,y
n,<backspace><a-r>Rui,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:219,y
n,gbc,Comment toggle current block,2026-05-17T19:52:48Z,,0,....local/share/nvim/lazy/Comment.nvim/lua/Comment/init.lua:107,n
t,<c-g>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:35,y
v,<leader>gl<space>,Gclog! _,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:92,y
n,ñT,run harpoon tests 2,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:106,y
n,"<leader>,ls",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:283,y
n,<backspace><a-r>a.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:131,y
n,<leader>gp,G push -u origin HEAD,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:94,y
n,<backspace>lom,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:193,y
n,<c-l>K,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:182,y
n,"<leader>,li",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:282,y
n,<leader>gP,G push --force-with-lease --force-if-includes,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:95,y
n,<backspace><a-p>lom,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:194,y
i,<C-w>,,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:276,y
n,gc,Comment toggle linewise,2026-05-17T19:52:48Z,,0,....local/share/nvim/lazy/Comment.nvim/lua/Comment/init.lua:100,y
n,<leader>gL,G pull,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:101,y
n,SdBC,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:22,y
n,<c-l>k,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:181,y
n,"<leader>,lr",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:281,y
n,<leader>gb,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:103,y
x,@,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/config/automation/init.lua:51,y
n,<backspace>.xr,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:319,y
n,e,telescope|move_selection_previous,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:69,y
n,<leader>gB,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:104,y
n,<F10>,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:27,y
n,<c-l>L,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:180,y
n,ñc,harpoon commands,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:16,y
n,<leader>ga,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:105,y
n,<F11>,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:28,y
n,<c-l>l,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:179,y
n,Ñc,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:22,y
n,<leader>gcc,G! commit,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:106,y
n,ÑC,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:25,y
n,<backspace><a-r>ca,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:175,y
n,<C-s-v>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:29,y
n,<leader>gc<space>,G! commit _,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:107,y
n,Sdtc,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:32,y
o,<C-W>,which-key-trigger,2026-05-17T20:22:10Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<c-x>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:36,y
n,<leader>gco,Telescope git_branches,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:108,y
n,SdtC,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:33,y
n,<c-e>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:173,y
n,<a-t>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:42,y
n,<leader>gcO,git checkout previous<G checkout ->,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:109,y
n,Sdtl,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:34,y
,<leader>b,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:236,y
n,SBa,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:65,y
n,<c-s-c>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:52,y
n,Sdtv,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:35,y
n,<c-s-x>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:55,y
n,SBf,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:66,y
n,<a-s-s>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:58,y
n,Sdtf,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:36,y
n,<a-s-t>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:61,y
n,SBq,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:67,y
n,<a-s-n>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:64,y
n,<Leader>oc,org capture,2026-05-17T19:59:39Z,,0,...m/lazy/orgmode/lua/orgmode/config/mappings/map_entry.lua:117,y
n,<a-s-e>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:67,y
n,SCr,Cody Task perform a task on selected text.,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:70,y
n,ñs,run harpoon command 1,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:90,y
n,Sdxr,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:40,y
x,SCr,Cody Task perform a task on selected text.,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:70,y
n,<F1>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:145,y
n,ñn,run harpoon command 3,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:96,y
n,<backspace><a-r>Rus,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:211,y
n,SCt,CodyToggle,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:71,y
n,<backspace><a-r>ff,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:123,y
n,<leader>gv,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:116,y
n,Sdd,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:44,y
n,"""",which-key-trigger registers,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<backspace><a-r>f.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:71,y
n,ñN,run harpoon tests 3,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:109,y
n,Sdg,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:45,y
n,`,which-key-trigger marks,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,"<leader>,ss",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:261,y
n,Ñs,tmux run harpoon command 1,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:117,y
n,Sdh,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:46,y
n,z=,which-key-trigger spelling,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
t,<c-s-g>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:36,y
n,g`,which-key-trigger marks,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,SdP,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:47,y
n,g',which-key-trigger marks,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<backspace>loo,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:177,y
n,z,which-key-trigger,2026-05-17T19:52:48Z,2026-05-17T20:26:24Z,7,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,Sdc,continue (loads launch.json),2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:48,y
n,ÑT,tmux run harpoon tests 2,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:133,y
n,SdlL,loads launch.json,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:53,y
n,<Space>,which-key-trigger,2026-05-17T19:52:48Z,2026-05-17T22:31:30Z,39,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,SdC,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:57,y
n,<C-Q>,which-key-trigger,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<c-q>k,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:170,y
n,<BS>,which-key-trigger,2026-05-17T19:52:48Z,2026-05-17T20:25:19Z,1,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,Sdr,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:59,y
n,ñ,which-key-trigger,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,"<leader>,sf",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:260,y
n,<C-W>,which-key-trigger,2026-05-17T19:52:48Z,2026-05-17T20:35:24Z,4,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,Sde,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:60,y
n,!,which-key-trigger,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
v,X,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:149,y
n,<Plug>,which-key-trigger,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
v,Sde,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:61,y
n,g,which-key-trigger,2026-05-17T19:52:48Z,2026-05-17T22:32:05Z,13,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<c-q>Q,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:169,y
n,],which-key-trigger,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,Sdn,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:63,y
n,Ñ,which-key-trigger,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,n,telescope|move_selection_next,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:70,y
n,[,which-key-trigger,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<backspace><a-p>Rulob,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:226,y
n,so,which-key-trigger,2026-05-17T19:52:48Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,Sd,which-key-trigger,2026-05-17T20:22:12Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<leader>.vf,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:210,y
n,Sdsi,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:65,y
n,SdBe,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:21,y
n,j,telescope|move_selection_next,2026-05-17T19:52:48Z,2026-05-17T20:27:05Z,1,/home/kanon/.config/nvim/lua/keybindings/init.lua:39,y
n,!w,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:211,y
n,<backspace>Rulos,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:229,y
o,j,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:39,y
n,<backspace>.sf,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:309,y
v,!w,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:212,y
n,<backspace><a-p>Rulos,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:230,y
i,<c-u>,"telescopej|{""linedefined"":69,""source"":""@/home/kanon/.config/nvim/lua/plugins/telescope.lua""}",2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<leader>gsH,G show (replace buf),2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:145,y
n,<leader>TM,builtin.marks,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/telescope.lua:95,y
n,<backspace><a-r>Rulos,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:231,y
n,<leader>gsh<space>,G show <ref> (replace buf),2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:136,y
n,<backspace><a-p>Rub,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:214,y
n,<leader>gshh,G show (replace buf),2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:131,y
n,<backspace>Ruloi,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:233,y
i,<a-cr>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:135,y
n,Ñn,tmux run harpoon command 3,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:123,y
n,<leader>rt,Telescope Refactors,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:40,y
n,<backspace><a-p>Ruloi,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:234,y
n,<backspace>.vd,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:334,y
n,<leader>gS,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:114,y
n,<backspace>.zz,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:313,y
n,<backspace><a-r>Ruloi,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:235,y
n,<backspace>.dwm,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:345,y
n,<leader>ge,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:113,y
x,i,Install a plugin,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:46,y
n,<backspace>Ruli,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:237,y
n,<backspace><a-r>xm.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:303,y
n,<backspace>.anr,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:363,y
x,l,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:49,y
n,<backspace><a-p>Ruli,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:238,y
n,<backspace><a-p>Rus,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:210,y
n,<backspace>RU,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:205,y
o,l,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:50,y
n,<backspace><a-r>Ruli,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:239,y
