mode,lhs,desc,first_seen,last_used,use_count,source,tracked
n,Stl,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:55,y
n,<backspace>Rus,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:209,y
,N,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:54,y
n,<backspace>ex.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:241,y
n,<leader>gr,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:110,y
x,<Plug>(comment_toggle_blockwise_visual),Comment toggle blockwise (visual),2026-05-17T19:52:48Z,,0,...n/.local/share/nvim/lazy/Comment.nvim/plugin/Comment.lua:137,y
n,w,,2026-05-17T19:52:48Z,2026-05-17T22:35:09Z,129,/home/kanon/.config/nvim/lua/keybindings/init.lua:56,y
n,<backspace><a-p>ex.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:242,y
n,<backspace>.y,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:366,y
x,<Plug>(comment_toggle_linewise_visual),Comment toggle linewise (visual),2026-05-17T19:52:48Z,,0,...n/.local/share/nvim/lazy/Comment.nvim/plugin/Comment.lua:131,y
o,e,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:58,y
n,<backspace><a-r>ex.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:243,y
n,<backspace>.anT,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:365,y
n,<Plug>(comment_toggle_linewise_count),Comment toggle linewise with count,2026-05-17T19:52:48Z,,0,...n/.local/share/nvim/lazy/Comment.nvim/plugin/Comment.lua:117,n
x,<leader>rf,Extract Function,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:1,y
n,<backspace>Rv,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:245,y
x,<leader>rF,Extract Function To File,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:4,y
,gh,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:162,y
x,<leader>rv,Extract Variable,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:7,y
n,<backspace><a-p>Rv,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:246,y
n,<leader>ri,Inline Variable,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:10,y
x,<leader>ri,Inline Variable,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:10,y
n,<leader>N,run nearest test with dap,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:42,y
n,<leader>rb,Extract Block,2026-05-17T19:52:48Z,2026-05-17T22:28:52Z,1,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:15,y
n,<leader>e,open test hover,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:37,y
n,<leader>rB,Extract Block To File,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:18,y
x,j,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:63,y
n,<backspace>Rb,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:249,y
n,<backspace><a-r>c.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:295,y
n,Stp,Test: output_panel,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:48,y
v,N,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:65,y
n,<backspace><a-p>Rb,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:250,y
n,<leader>rc,Debug Cleanup,2026-05-17T19:52:48Z,2026-05-17T22:28:48Z,1,/home/kanon/.config/nvim/lua/keybindings/refactoring.lua:35,y
n,Stn,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:49,y
v,E,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:66,y
n,<backspace><a-r>Rb,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:251,y
n,<leader>mp,Paste Image,2026-05-17T19:59:39Z,2026-05-17T20:27:57Z,4,...share/nvim/lazy/lazy.nvim/lua/lazy/core/handler/keys.lua:198,y
n,Stx,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:50,y
n,gS,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:55,y
n,<backspace>Rr,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:253,y
i,",",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:75,y
n,Stf,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:51,y
n,<Plug>(comment_toggle_linewise),Comment toggle linewise,2026-05-17T19:52:48Z,,0,...n/.local/share/nvim/lazy/Comment.nvim/plugin/Comment.lua:89,n
n,<backspace><a-p>Re,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:202,y
i,.,,2026-05-17T19:52:48Z,2026-05-17T22:30:54Z,4,/home/kanon/.config/nvim/lua/keybindings/init.lua:76,y
n,Sts,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:52,y
n,gD,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:54,y
n,<backspace>.anc,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:362,y
i,!,,2026-05-17T19:52:48Z,2026-05-17T22:29:41Z,2,/home/kanon/.config/nvim/lua/keybindings/init.lua:77,y
n,Sto,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:53,y
n,<leader><leader>G,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:425,y
n,<backspace>Re,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:201,y
n,ñw,Overseer Watch,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/config/plugins/overseer.lua:61,y
n,StO,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:54,y
n,ñe,run harpoon command 4,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:99,y
n,<backspace><a-r>lob,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:199,y
,<c-d>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:80,y
n,gz,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:48,y
n,<backspace>.s,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:360,y
n,<leader>.dgpn,push notes,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:381,y
,<c-u>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:81,y
n,<backspace><a-p>lob,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:198,y
n,gy,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:47,y
n,<backspace>lob,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:197,y
n,sfn,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:84,y
n,<F5>,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:26,y
n,<backspace><a-r>lom,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:195,y
n,<backspace><a-p>ff,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:122,y
n,sft,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:85,y
n,<backspace>.vs,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:328,y
n,<leader>glm,G log _,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/fugitive.lua:81,y
n,<backspace>vC,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:93,y
n,sfd,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:86,y
n,Q,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:167,y
x,SCn,CodyTaskNext,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:72,y
n,<backspace>.t,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:321,y
n,sq,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:89,y
n,<c-q>q,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:168,y
n,SCe,CodyTaskPrev,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:73,y
n,<backspace><a-p>sn,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:106,y
n,ñR,Overseer Delete Bundle,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/config/plugins/overseer.lua:77,y
x,SCe,CodyTaskPrev,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:73,y
n,<leader>Tm,builtin.man_pages,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/telescope.lua:96,y
n,<backspace>.v,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:322,y
n,sS,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:93,y
n,SCR,CodyRestart,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:74,y
i,<Plug>luasnip-expand-snippet,LuaSnip: Expand the current snippet,2026-05-17T19:52:48Z,,0,.../kanon/.local/share/nvim/lazy/LuaSnip/plugin/luasnip.lua:6,y
n,<backspace><a-r>o,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:143,y
x,SCR,CodyRestart,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:74,y
n,<c-q>K,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:171,y
n,k,telescope|move_selection_previous,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<backspace><a-p>o,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:142,y
n,SCa,CodyAsk Ask a question about the current selection.,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:76,y
n,<leader>ldD,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/lsp.lua:105,y
n,<a-1>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/term.lua:30,y
x,SCa,CodyAsk Ask a question about the current selection.,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:76,y
n,sv,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:96,y
n,<backspace>pp,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:297,y
n,ÑN,tmux run harpoon tests 3,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:136,y
n,Sg,Sourcegraph search,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:83,y
n,sV,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:97,y
n,<backspace><a-p>Rui,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:218,y
n,<backspace><a-r>ml.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:139,y
v,Scc,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:95,y
n,sd,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:99,y
n,<leader>n,run nearest test,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:26,y
n,SdBc,,2026-05-17T20:22:12Z,,0,/home/kanon/.config/nvim/lua/keybindings/dap.lua:18,y
v,Sc<space>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:96,y
n,si,Toggle indentlines,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:100,y
n,r,Restore,2026-05-17T20:24:14Z,,0,....local/share/nvim/lazy/lazy.nvim/lua/lazy/view/float.lua:256,y
n,l,,2026-05-17T19:52:48Z,2026-05-17T22:31:05Z,10,/home/kanon/.config/nvim/lua/keybindings/init.lua:45,y
v,Sce,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:97,y
n,som,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:102,y
n,<backspace><a-p>wp,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:162,y
n,<a-Tab>,telescope|toggle_preview,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
v,Sct,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:98,y
n,sow,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:103,y
n,<backspace><a-r>wp,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:163,y
n,<PageUp>,telescope|results_scrolling_up,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,Sc<space>,Copilot Chat,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:100,y
n,sos,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:104,y
n,<backspace>wS,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:165,y
n,<backspace>ml.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:137,y
n,Sct,Copilot Toggle ,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:102,y
n,syf,yank relative filepath,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:106,y
n,<backspace><a-p>wS,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:166,y
n,syF,yank filepath,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:112,y
n,Scc,Copilot Chat,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:103,y
n,<leader>.vd,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:205,y
n,<backspace><a-r>wS,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:167,y
n,syp,yank pwd,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:113,y
n,Scp,Copilot Panel [[ and ]] to jump solutions,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:104,y
n,<backspace>.x,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:320,y
n,<backspace>mm,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:169,y
n,sc,'cd' towards the directory in which the current file is edited,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:117,y
n,Scv,Copilot Chat Explain,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:105,y
n,<backspace>.n,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:344,y
n,<backspace><a-p>mm,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:170,y
x,p,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:120,y
n,Scd,Copilot Chat Docs,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/Sbindings.lua:106,y
n,<C-s>,Sort Profile,2026-05-17T20:24:14Z,,0,....local/share/nvim/lazy/lazy.nvim/lua/lazy/view/float.lua:256,y
n,<backspace><a-r>mm,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:171,y
n,sg,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:123,y
n,"<leader>,ti",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:504,y
n,<Tab>,telescope|toggle_selection + move_selection_worse,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<backspace>ca,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:173,y
x,"<leader>,ti",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:504,y
n,<backspace>u.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:125,y
o,],which-key-trigger,2026-05-17T20:22:10Z,,0,...hare/nvim/lazy/which-key.nvim/lua/which-key/triggers.lua:43,y
n,<backspace><a-p>ca,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:174,y
n,"<leader>,tt",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:505,y
n,<backspace>a.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:129,y
n,<C-u>,telescope|preview_scrolling_up,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
x,"<leader>,tt",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:505,y
n,<backspace><a-r>Rub,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:215,y
n,<backspace><a-p>u.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:126,y
n,ñC,harpoon tests,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:19,y
n,"<leader>,te",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:506,y
n,<2-LeftMouse>,telescope|double_mouse_click,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,n
n,<backspace><a-p>a.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:130,y
x,"<leader>,te",,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:506,y
n,<backspace><a-p>loo,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:178,y
n,<backspace>Rui,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:217,y
n,<leader>.sB,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:209,y
n,]d,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:518,y
n,<backspace><a-r>loo,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:179,y
n,<S-Tab>,telescope|toggle_selection + move_selection_better,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,<Down>,telescope|move_selection_next,2026-05-17T20:22:20Z,,0,...hare/nvim/lazy/telescope.nvim/lua/telescope/mappings.lua:292,y
n,[d,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:519,y
n,<backspace>los,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:181,y
s,<a-k>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/config/plugins/luasnip.lua:71,y
i,<a-k>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/config/plugins/luasnip.lua:71,y
n,<Del>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:521,y
n,<backspace><a-p>los,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:182,y
n,<localleader>l,Open lazygit log,2026-05-17T20:24:14Z,,0,....local/share/nvim/lazy/lazy.nvim/lua/lazy/view/float.lua:256,y
n,ÑE,tmux run harpoon tests 4,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:139,y
n,<S-Del>,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:522,y
n,<backspace><a-r>los,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:183,y
n,<backspace>.vt,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:331,y
n,Ñe,tmux run harpoon command 4,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:126,y
n,<leader><leader>x,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:524,y
n,<backspace>lon,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:185,y
n,<backspace>.vu,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:329,y
n,Ñt,tmux run harpoon command 2,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:120,y
n,!!,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:527,y
n,<backspace><a-p>lon,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:186,y
n,ñE,run harpoon tests 4,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:112,y
n,<backspace>.va,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:327,y
x,!!,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:528,y
n,<backspace><a-r>lon,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:187,y
n,<leader>gsp,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/plugins/mini.lua:59,y
n,<backspace><a-p>sN,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:110,y
x,!.,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:529,y
n,<backspace>lol,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:189,y
n,<leader>.anT,create custom note in new terminal,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:386,y
n,ñt,run harpoon command 2,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/harpoon.lua:93,y
n,<leader>.ant,create inbox note in new terminal,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:385,y
n,<backspace><a-p>lol,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:190,y
n,<backspace>.vw,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:323,y
n,<backspace>sn,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:105,y
n,<backspace><a-r>vk,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:103,y
n,<backspace><a-r>lol,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:191,y
n,<leader>.dgpa,push all my stuff,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:380,y
n,<backspace><a-p>vk,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:102,y
i,<Plug>luasnip-expand-or-jump,LuaSnip: Expand or jump in the current snippet,2026-05-17T19:52:48Z,,0,.../kanon/.local/share/nvim/lazy/LuaSnip/plugin/luasnip.lua:6,y
n,<backspace>vk,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:101,y
n,<leader><leader>tp,create work todo,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:367,y
n,gk,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/keybindings/init.lua:41,y
i,<Plug>luasnip-jump-next,LuaSnip: Jump to the next node,2026-05-17T19:52:48Z,,0,.../kanon/.local/share/nvim/lazy/LuaSnip/plugin/luasnip.lua:6,y
n,<backspace><a-p>vu,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:98,y
n,<Plug>luasnip-delete-check,LuaSnip: Removes current snippet from jumplist,2026-05-17T19:52:48Z,,0,.../kanon/.local/share/nvim/lazy/LuaSnip/plugin/luasnip.lua:6,y
n,<backspace>vu,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:97,y
,<Plug>luasnip-expand-repeat,LuaSnip: Repeat last node expansion,2026-05-17T19:52:48Z,,0,.../kanon/.local/share/nvim/lazy/LuaSnip/plugin/luasnip.lua:6,y
n,<backspace><a-r>vC,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:95,y
s,<Plug>luasnip-expand-or-jump,LuaSnip: Expand or jump in the current snippet,2026-05-17T19:52:48Z,,0,.../kanon/.local/share/nvim/lazy/LuaSnip/plugin/luasnip.lua:6,y
n,<backspace><a-p>vC,,2026-05-17T19:52:48Z,,0,/home/kanon/.config/nvim/lua/shortcuts.lua:94,y
